
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
446.277,um,Surface,Distance from Origin,1,0,
387.609,um,Surface,Distance from Origin,1,1,
374.189,um,Surface,Distance from Origin,1,2,
316.938,um,Surface,Distance from Origin,1,3,
296.089,um,Surface,Distance from Origin,1,4,
352.592,um,Surface,Distance from Origin,1,5,
303.04,um,Surface,Distance from Origin,1,6,
226.699,um,Surface,Distance from Origin,1,7,
282.674,um,Surface,Distance from Origin,1,8,
187.081,um,Surface,Distance from Origin,1,9,
