
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
301.73,327.67,27.4644,um,Surface,Position,1,0,
335.962,190.986,29.9158,um,Surface,Position,1,1,
209.133,309.205,25.9447,um,Surface,Position,1,2,
280.219,146.33,22.6829,um,Surface,Position,1,3,
164.966,244.453,26.4113,um,Surface,Position,1,4,
349.197,42.7131,23.6304,um,Surface,Position,1,5,
209.615,217.236,26.5124,um,Surface,Position,1,6,
90.5689,205.041,33.8789,um,Surface,Position,1,7,
10.885,281.26,26.0559,um,Surface,Position,1,8,
120.618,139.375,32.0211,um,Surface,Position,1,9,
