
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
338.488,330.642,6.94267,um,Surface,Position,1,0,
281.557,322.118,16.6005,um,Surface,Position,1,1,
258.2,329.972,11.4949,um,Surface,Position,1,2,
297.229,266.464,15.1809,um,Surface,Position,1,3,
250.582,299.951,12.2584,um,Surface,Position,1,4,
287.006,254.21,6.29773,um,Surface,Position,1,5,
194.412,298.815,17.144,um,Surface,Position,1,6,
258.654,227.041,14.308,um,Surface,Position,1,7,
218.014,264.179,18.0037,um,Surface,Position,1,8,
221.794,238.932,9.52026,um,Surface,Position,1,9,
155.854,309.42,14.7794,um,Surface,Position,1,10,
245.85,169.695,6.72126,um,Surface,Position,1,11,
325.385,77.9406,9.28924,um,Surface,Position,1,12,
305.805,138.65,6.9412,um,Surface,Position,1,13,
171.232,224.906,10.2315,um,Surface,Position,1,14,
239.056,110.787,9.25053,um,Surface,Position,1,15,
293.443,33.8768,11.5335,um,Surface,Position,1,16,
64.7791,228.309,17.2653,um,Surface,Position,1,17,
68.7465,276.15,9.03278,um,Surface,Position,1,18,
101.768,183.384,10.5282,um,Surface,Position,1,19,
234.372,48.5617,8.46087,um,Surface,Position,1,20,
143.631,112.025,18.76,um,Surface,Position,1,21,
71.538,189.543,9.13083,um,Surface,Position,1,22,
166.763,49.1876,15.3939,um,Surface,Position,1,23,
17.3375,222.38,10.2218,um,Surface,Position,1,24,
61.5353,121.664,11.3099,um,Surface,Position,1,25,
127.083,25.3299,16.8858,um,Surface,Position,1,26,
44.2897,35.3776,9.53513,um,Surface,Position,1,27,
