
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
254,,Surface,3,Image 1,1,0,
225,,Surface,3,Image 1,1,1,
288,,Surface,3,Image 1,1,2,
303,,Surface,3,Image 1,1,3,
178,,Surface,3,Image 1,1,4,
327,,Surface,3,Image 1,1,5,
311,,Surface,3,Image 1,1,6,
218,,Surface,3,Image 1,1,7,
123,,Surface,3,Image 1,1,8,
227,,Surface,3,Image 1,1,9,
221,,Surface,3,Image 1,1,10,
384,,Surface,3,Image 1,1,11,
177,,Surface,3,Image 1,1,12,
187,,Surface,3,Image 1,1,13,
294,,Surface,3,Image 1,1,14,
243,,Surface,3,Image 1,1,15,
218,,Surface,3,Image 1,1,16,
358,,Surface,3,Image 1,1,17,
141,,Surface,3,Image 1,1,18,
237,,Surface,3,Image 1,1,19,
201,,Surface,3,Image 1,1,20,
233,,Surface,3,Image 1,1,21,
333,,Surface,3,Image 1,1,22,
314,,Surface,3,Image 1,1,23,
216,,Surface,3,Image 1,1,24,
118,,Surface,3,Image 1,1,25,
235,,Surface,3,Image 1,1,26,
236,,Surface,3,Image 1,1,27,
