
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
485.269,,Surface,2,Image 1,1,0,
454.605,,Surface,2,Image 1,1,1,
497.681,,Surface,2,Image 1,1,2,
442.776,,Surface,2,Image 1,1,3,
461.402,,Surface,2,Image 1,1,4,
1211.16,,Surface,2,Image 1,1,5,
490.137,,Surface,2,Image 1,1,6,
519.582,,Surface,2,Image 1,1,7,
524.954,,Surface,2,Image 1,1,8,
528.886,,Surface,2,Image 1,1,9,
579.195,,Surface,2,Image 1,1,10,
541.892,,Surface,2,Image 1,1,11,
432.077,,Surface,2,Image 1,1,12,
527.355,,Surface,2,Image 1,1,13,
719.248,,Surface,2,Image 1,1,14,
582.4,,Surface,2,Image 1,1,15,
472.766,,Surface,2,Image 1,1,16,
507.028,,Surface,2,Image 1,1,17,
629.806,,Surface,2,Image 1,1,18,
567.968,,Surface,2,Image 1,1,19,
495.789,,Surface,2,Image 1,1,20,
455.515,,Surface,2,Image 1,1,21,
578.545,,Surface,2,Image 1,1,22,
449.872,,Surface,2,Image 1,1,23,
934.743,,Surface,2,Image 1,1,24,
538.099,,Surface,2,Image 1,1,25,
423.865,,Surface,2,Image 1,1,26,
567.669,,Surface,2,Image 1,1,27,
