
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.05482e+08,,Surface,1,Image 1,1,0,
1.32015e+08,,Surface,1,Image 1,1,1,
1.95807e+08,,Surface,1,Image 1,1,2,
1.39146e+08,,Surface,1,Image 1,1,3,
7.22697e+07,,Surface,1,Image 1,1,4,
8.72619e+07,,Surface,1,Image 1,1,5,
1.04105e+08,,Surface,1,Image 1,1,6,
5.8595e+08,,Surface,1,Image 1,1,7,
4.57647e+08,,Surface,1,Image 1,1,8,
1.58735e+08,,Surface,1,Image 1,1,9,
1.2085e+09,,Surface,1,Image 1,1,10,
1.14092e+08,,Surface,1,Image 1,1,11,
1.08159e+08,,Surface,1,Image 1,1,12,
2.18538e+09,,Surface,1,Image 1,1,13,
3.91668e+09,,Surface,1,Image 1,1,14,
1.1451e+09,,Surface,1,Image 1,1,15,
1.14772e+09,,Surface,1,Image 1,1,16,
1.19566e+08,,Surface,1,Image 1,1,17,
1.8373e+09,,Surface,1,Image 1,1,18,
5.0084e+08,,Surface,1,Image 1,1,19,
7.54792e+08,,Surface,1,Image 1,1,20,
1.10947e+08,,Surface,1,Image 1,1,21,
3.32293e+08,,Surface,1,Image 1,1,22,
2.54584e+08,,Surface,1,Image 1,1,23,
1.38008e+09,,Surface,1,Image 1,1,24,
1.37218e+09,,Surface,1,Image 1,1,25,
1.71838e+08,,Surface,1,Image 1,1,26,
2.86487e+09,,Surface,1,Image 1,1,27,
