
Intensity StdDev Ch=8 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
195.183,,Surface,8,Image 1,1,0,
0,,Surface,8,Image 1,1,1,
205.881,,Surface,8,Image 1,1,2,
0,,Surface,8,Image 1,1,3,
0,,Surface,8,Image 1,1,4,
1443.01,,Surface,8,Image 1,1,5,
0,,Surface,8,Image 1,1,6,
706.422,,Surface,8,Image 1,1,7,
519.552,,Surface,8,Image 1,1,8,
0,,Surface,8,Image 1,1,9,
664.284,,Surface,8,Image 1,1,10,
0,,Surface,8,Image 1,1,11,
0,,Surface,8,Image 1,1,12,
587.087,,Surface,8,Image 1,1,13,
2646.64,,Surface,8,Image 1,1,14,
1020.63,,Surface,8,Image 1,1,15,
86.6425,,Surface,8,Image 1,1,16,
424.46,,Surface,8,Image 1,1,17,
959.287,,Surface,8,Image 1,1,18,
685.807,,Surface,8,Image 1,1,19,
0,,Surface,8,Image 1,1,20,
0,,Surface,8,Image 1,1,21,
455.504,,Surface,8,Image 1,1,22,
0,,Surface,8,Image 1,1,23,
3040.92,,Surface,8,Image 1,1,24,
233.502,,Surface,8,Image 1,1,25,
0,,Surface,8,Image 1,1,26,
832.533,,Surface,8,Image 1,1,27,
