
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
400.004,,Surface,5,Image 1,1,0,
1143.52,,Surface,5,Image 1,1,1,
1760.63,,Surface,5,Image 1,1,2,
1811.39,,Surface,5,Image 1,1,3,
217.369,,Surface,5,Image 1,1,4,
673.248,,Surface,5,Image 1,1,5,
159.671,,Surface,5,Image 1,1,6,
2729.2,,Surface,5,Image 1,1,7,
1763.73,,Surface,5,Image 1,1,8,
351.396,,Surface,5,Image 1,1,9,
1887.13,,Surface,5,Image 1,1,10,
555.471,,Surface,5,Image 1,1,11,
250.997,,Surface,5,Image 1,1,12,
1595.51,,Surface,5,Image 1,1,13,
2758.55,,Surface,5,Image 1,1,14,
1693.08,,Surface,5,Image 1,1,15,
1376.48,,Surface,5,Image 1,1,16,
1343.1,,Surface,5,Image 1,1,17,
1576.55,,Surface,5,Image 1,1,18,
1630.97,,Surface,5,Image 1,1,19,
1740.64,,Surface,5,Image 1,1,20,
1469.82,,Surface,5,Image 1,1,21,
1855.41,,Surface,5,Image 1,1,22,
2053.3,,Surface,5,Image 1,1,23,
1181.03,,Surface,5,Image 1,1,24,
2412.18,,Surface,5,Image 1,1,25,
804.785,,Surface,5,Image 1,1,26,
2407.17,,Surface,5,Image 1,1,27,
