
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
1840.81,um^3,Surface,1,0,
2042.42,um^3,Surface,1,1,
2537.83,um^3,Surface,1,2,
1621.01,um^3,Surface,1,3,
1130.97,um^3,Surface,1,4,
1210.92,um^3,Surface,1,5,
1291.15,um^3,Surface,1,6,
4732.9,um^3,Surface,1,7,
5615.69,um^3,Surface,1,8,
2096.99,um^3,Surface,1,9,
11766.2,um^3,Surface,1,10,
1530.5,um^3,Surface,1,11,
2023.65,um^3,Surface,1,12,
23466.3,um^3,Surface,1,13,
30738,um^3,Surface,1,14,
12432.5,um^3,Surface,1,15,
15034.9,um^3,Surface,1,16,
1839.96,um^3,Surface,1,17,
20856.5,um^3,Surface,1,18,
5409.59,um^3,Surface,1,19,
9340.01,um^3,Surface,1,20,
1591.31,um^3,Surface,1,21,
3376.83,um^3,Surface,1,22,
2815.03,um^3,Surface,1,23,
17072.7,um^3,Surface,1,24,
12102.2,um^3,Surface,1,25,
2659.23,um^3,Surface,1,26,
28403.4,um^3,Surface,1,27,
