
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
1.0824,um,Surface,Image 1,1,0,
16.2445,um,Surface,Image 1,1,1,
11.1526,um,Surface,Image 1,1,2,
45.6214,um,Surface,Image 1,1,3,
42.5549,um,Surface,Image 1,1,4,
55.2404,um,Surface,Image 1,1,5,
39.2022,um,Surface,Image 1,1,6,
79.881,um,Surface,Image 1,1,7,
68.8313,um,Surface,Image 1,1,8,
96.3231,um,Surface,Image 1,1,9,
16.8575,um,Surface,Image 1,1,10,
93.5479,um,Surface,Image 1,1,11,
17.7244,um,Surface,Image 1,1,12,
10.3743,um,Surface,Image 1,1,13,
84.9719,um,Surface,Image 1,1,14,
83.8552,um,Surface,Image 1,1,15,
5.3922,um,Surface,Image 1,1,16,
56.32,um,Surface,Image 1,1,17,
29.5586,um,Surface,Image 1,1,18,
83.1236,um,Surface,Image 1,1,19,
28.5362,um,Surface,Image 1,1,20,
100.372,um,Surface,Image 1,1,21,
57.0368,um,Surface,Image 1,1,22,
36.0675,um,Surface,Image 1,1,23,
0,um,Surface,Image 1,1,24,
33.8276,um,Surface,Image 1,1,25,
3.66435,um,Surface,Image 1,1,26,
0,um,Surface,Image 1,1,27,
