
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2050,,Surface,4,Image 1,1,0,
1393,,Surface,4,Image 1,1,1,
1999,,Surface,4,Image 1,1,2,
1833,,Surface,4,Image 1,1,3,
2127,,Surface,4,Image 1,1,4,
1974,,Surface,4,Image 1,1,5,
1720,,Surface,4,Image 1,1,6,
1260,,Surface,4,Image 1,1,7,
1309,,Surface,4,Image 1,1,8,
1837,,Surface,4,Image 1,1,9,
1503,,Surface,4,Image 1,1,10,
2042,,Surface,4,Image 1,1,11,
1958,,Surface,4,Image 1,1,12,
1694,,Surface,4,Image 1,1,13,
1367,,Surface,4,Image 1,1,14,
1827,,Surface,4,Image 1,1,15,
1244,,Surface,4,Image 1,1,16,
1749,,Surface,4,Image 1,1,17,
1510,,Surface,4,Image 1,1,18,
1613,,Surface,4,Image 1,1,19,
1432,,Surface,4,Image 1,1,20,
1510,,Surface,4,Image 1,1,21,
1559,,Surface,4,Image 1,1,22,
1703,,Surface,4,Image 1,1,23,
1531,,Surface,4,Image 1,1,24,
1876,,Surface,4,Image 1,1,25,
1756,,Surface,4,Image 1,1,26,
1458,,Surface,4,Image 1,1,27,
