
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
345.201,286.229,17.554,um,Surface,Position,1,0,
336.321,138.236,17.7108,um,Surface,Position,1,1,
265.114,236.359,9.66333,um,Surface,Position,1,2,
326.102,109.105,7.24565,um,Surface,Position,1,3,
247.369,161.48,8.82865,um,Surface,Position,1,4,
99.4892,317.314,13.5021,um,Surface,Position,1,5,
282.422,95.9474,9.84188,um,Surface,Position,1,6,
285.996,54.6403,7.34749,um,Surface,Position,1,7,
228.514,97.0634,12.8195,um,Surface,Position,1,8,
171.714,122.516,14.3576,um,Surface,Position,1,9,
8.11439,227.375,8.92956,um,Surface,Position,1,10,
64.3528,198.173,10.2941,um,Surface,Position,1,11,
168.002,23.1593,11.8245,um,Surface,Position,1,12,
48.3339,144.371,11.6209,um,Surface,Position,1,13,
4.16663,95.7491,10.4764,um,Surface,Position,1,14,
