
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
3245,,Surface,4,Image 1,1,0,
2836,,Surface,4,Image 1,1,1,
2723,,Surface,4,Image 1,1,2,
3358,,Surface,4,Image 1,1,3,
3110,,Surface,4,Image 1,1,4,
3443,,Surface,4,Image 1,1,5,
3325,,Surface,4,Image 1,1,6,
1139,,Surface,4,Image 1,1,7,
3991,,Surface,4,Image 1,1,8,
3832,,Surface,4,Image 1,1,9,
3013,,Surface,4,Image 1,1,10,
3135,,Surface,4,Image 1,1,11,
3646,,Surface,4,Image 1,1,12,
2501,,Surface,4,Image 1,1,13,
3992,,Surface,4,Image 1,1,14,
