
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2566.54,,Surface,1,Image 1,1,0,
2852.96,,Surface,1,Image 1,1,1,
3934.9,,Surface,1,Image 1,1,2,
2564.2,,Surface,1,Image 1,1,3,
4624.86,,Surface,1,Image 1,1,4,
4241.33,,Surface,1,Image 1,1,5,
5422.92,,Surface,1,Image 1,1,6,
3432.06,,Surface,1,Image 1,1,7,
2967.14,,Surface,1,Image 1,1,8,
2543.54,,Surface,1,Image 1,1,9,
3180.11,,Surface,1,Image 1,1,10,
3908.98,,Surface,1,Image 1,1,11,
3962,,Surface,1,Image 1,1,12,
4497.15,,Surface,1,Image 1,1,13,
2669.82,,Surface,1,Image 1,1,14,
