
Intensity Sum Ch=8 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
0,,Surface,8,Image 1,1,0,
1.58775e+07,,Surface,8,Image 1,1,1,
3.04281e+08,,Surface,8,Image 1,1,2,
835583,,Surface,8,Image 1,1,3,
2.52226e+07,,Surface,8,Image 1,1,4,
6.95583e+07,,Surface,8,Image 1,1,5,
1.19979e+07,,Surface,8,Image 1,1,6,
1.57048e+07,,Surface,8,Image 1,1,7,
625285,,Surface,8,Image 1,1,8,
9581,,Surface,8,Image 1,1,9,
0,,Surface,8,Image 1,1,10,
2.63984e+07,,Surface,8,Image 1,1,11,
0,,Surface,8,Image 1,1,12,
1.64505e+07,,Surface,8,Image 1,1,13,
0,,Surface,8,Image 1,1,14,
