
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
8.46064e+07,,Surface,2,Image 1,1,0,
2.44874e+08,,Surface,2,Image 1,1,1,
7.38303e+08,,Surface,2,Image 1,1,2,
6.15436e+07,,Surface,2,Image 1,1,3,
3.78842e+08,,Surface,2,Image 1,1,4,
1.06424e+09,,Surface,2,Image 1,1,5,
1.66168e+08,,Surface,2,Image 1,1,6,
1.26515e+08,,Surface,2,Image 1,1,7,
7.01921e+07,,Surface,2,Image 1,1,8,
5.56594e+07,,Surface,2,Image 1,1,9,
8.05682e+07,,Surface,2,Image 1,1,10,
7.35879e+08,,Surface,2,Image 1,1,11,
2.41004e+08,,Surface,2,Image 1,1,12,
9.59038e+08,,Surface,2,Image 1,1,13,
4.452e+07,,Surface,2,Image 1,1,14,
