
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
448.775,um,Surface,Distance from Origin,1,0,
364.053,um,Surface,Distance from Origin,1,1,
355.309,um,Surface,Distance from Origin,1,2,
343.946,um,Surface,Distance from Origin,1,3,
295.542,um,Surface,Distance from Origin,1,4,
332.819,um,Surface,Distance from Origin,1,5,
298.437,um,Surface,Distance from Origin,1,6,
291.261,um,Surface,Distance from Origin,1,7,
248.604,um,Surface,Distance from Origin,1,8,
211.428,um,Surface,Distance from Origin,1,9,
227.695,um,Surface,Distance from Origin,1,10,
208.614,um,Surface,Distance from Origin,1,11,
170.002,um,Surface,Distance from Origin,1,12,
152.689,um,Surface,Distance from Origin,1,13,
96.4106,um,Surface,Distance from Origin,1,14,
