
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1912.43,,Surface,5,Image 1,1,0,
1755.27,,Surface,5,Image 1,1,1,
2672.68,,Surface,5,Image 1,1,2,
1063.05,,Surface,5,Image 1,1,3,
2812.34,,Surface,5,Image 1,1,4,
2641.5,,Surface,5,Image 1,1,5,
4712.04,,Surface,5,Image 1,1,6,
2304.43,,Surface,5,Image 1,1,7,
391.578,,Surface,5,Image 1,1,8,
888.211,,Surface,5,Image 1,1,9,
2353.66,,Surface,5,Image 1,1,10,
2592.25,,Surface,5,Image 1,1,11,
2310.93,,Surface,5,Image 1,1,12,
2941.31,,Surface,5,Image 1,1,13,
1663.4,,Surface,5,Image 1,1,14,
