
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
396,,Surface,3,Image 1,1,0,
293,,Surface,3,Image 1,1,1,
528,,Surface,3,Image 1,1,2,
578,,Surface,3,Image 1,1,3,
532,,Surface,3,Image 1,1,4,
423,,Surface,3,Image 1,1,5,
906,,Surface,3,Image 1,1,6,
717,,Surface,3,Image 1,1,7,
783,,Surface,3,Image 1,1,8,
768,,Surface,3,Image 1,1,9,
976,,Surface,3,Image 1,1,10,
716,,Surface,3,Image 1,1,11,
679,,Surface,3,Image 1,1,12,
532,,Surface,3,Image 1,1,13,
728,,Surface,3,Image 1,1,14,
