
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1457,,Surface,4,Image 1,1,0,
1088,,Surface,4,Image 1,1,1,
1492,,Surface,4,Image 1,1,2,
1320,,Surface,4,Image 1,1,3,
1223,,Surface,4,Image 1,1,4,
1550,,Surface,4,Image 1,1,5,
1458,,Surface,4,Image 1,1,6,
1515,,Surface,4,Image 1,1,7,
1523,,Surface,4,Image 1,1,8,
1251,,Surface,4,Image 1,1,9,
1464,,Surface,4,Image 1,1,10,
1408,,Surface,4,Image 1,1,11,
1585,,Surface,4,Image 1,1,12,
1115,,Surface,4,Image 1,1,13,
1599,,Surface,4,Image 1,1,14,
1035,,Surface,4,Image 1,1,15,
1147,,Surface,4,Image 1,1,16,
1379,,Surface,4,Image 1,1,17,
1366,,Surface,4,Image 1,1,18,
1549,,Surface,4,Image 1,1,19,
1244,,Surface,4,Image 1,1,20,
