
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
5516.06,um^3,Surface,1,0,
2243.03,um^3,Surface,1,1,
2986.45,um^3,Surface,1,2,
6653.41,um^3,Surface,1,3,
1478.98,um^3,Surface,1,4,
1851.65,um^3,Surface,1,5,
1102.74,um^3,Surface,1,6,
2557.24,um^3,Surface,1,7,
1001.72,um^3,Surface,1,8,
11020.9,um^3,Surface,1,9,
2577.36,um^3,Surface,1,10,
5133.05,um^3,Surface,1,11,
2156,um^3,Surface,1,12,
1212.81,um^3,Surface,1,13,
8012.11,um^3,Surface,1,14,
16686.3,um^3,Surface,1,15,
2325.74,um^3,Surface,1,16,
1247.41,um^3,Surface,1,17,
2582.4,um^3,Surface,1,18,
4317.73,um^3,Surface,1,19,
1773.91,um^3,Surface,1,20,
