
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
280,,Surface,3,Image 1,1,0,
173,,Surface,3,Image 1,1,1,
436,,Surface,3,Image 1,1,2,
318,,Surface,3,Image 1,1,3,
483,,Surface,3,Image 1,1,4,
596,,Surface,3,Image 1,1,5,
479,,Surface,3,Image 1,1,6,
489,,Surface,3,Image 1,1,7,
420,,Surface,3,Image 1,1,8,
201,,Surface,3,Image 1,1,9,
301,,Surface,3,Image 1,1,10,
311,,Surface,3,Image 1,1,11,
475,,Surface,3,Image 1,1,12,
404,,Surface,3,Image 1,1,13,
188,,Surface,3,Image 1,1,14,
240,,Surface,3,Image 1,1,15,
498,,Surface,3,Image 1,1,16,
378,,Surface,3,Image 1,1,17,
305,,Surface,3,Image 1,1,18,
155,,Surface,3,Image 1,1,19,
368,,Surface,3,Image 1,1,20,
