
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
14,,Surface,2,Image 1,1,0,
33,,Surface,2,Image 1,1,1,
26,,Surface,2,Image 1,1,2,
17,,Surface,2,Image 1,1,3,
75,,Surface,2,Image 1,1,4,
40,,Surface,2,Image 1,1,5,
65,,Surface,2,Image 1,1,6,
48,,Surface,2,Image 1,1,7,
58,,Surface,2,Image 1,1,8,
6,,Surface,2,Image 1,1,9,
36,,Surface,2,Image 1,1,10,
4,,Surface,2,Image 1,1,11,
40,,Surface,2,Image 1,1,12,
44,,Surface,2,Image 1,1,13,
12,,Surface,2,Image 1,1,14,
8,,Surface,2,Image 1,1,15,
47,,Surface,2,Image 1,1,16,
21,,Surface,2,Image 1,1,17,
37,,Surface,2,Image 1,1,18,
8,,Surface,2,Image 1,1,19,
33,,Surface,2,Image 1,1,20,
