
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
483.59,um,Surface,Distance from Origin,1,0,
430.272,um,Surface,Distance from Origin,1,1,
383.734,um,Surface,Distance from Origin,1,2,
363.857,um,Surface,Distance from Origin,1,3,
341.386,um,Surface,Distance from Origin,1,4,
355.38,um,Surface,Distance from Origin,1,5,
330.893,um,Surface,Distance from Origin,1,6,
302.095,um,Surface,Distance from Origin,1,7,
277.299,um,Surface,Distance from Origin,1,8,
349.619,um,Surface,Distance from Origin,1,9,
260.514,um,Surface,Distance from Origin,1,10,
312.123,um,Surface,Distance from Origin,1,11,
254.694,um,Surface,Distance from Origin,1,12,
260.07,um,Surface,Distance from Origin,1,13,
211.749,um,Surface,Distance from Origin,1,14,
223.133,um,Surface,Distance from Origin,1,15,
224.26,um,Surface,Distance from Origin,1,16,
187.826,um,Surface,Distance from Origin,1,17,
149.879,um,Surface,Distance from Origin,1,18,
113.698,um,Surface,Distance from Origin,1,19,
104.993,um,Surface,Distance from Origin,1,20,
