
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
3281.35,,Surface,3,Image 1,1,0,
3309.26,,Surface,3,Image 1,1,1,
3636.65,,Surface,3,Image 1,1,2,
2625.46,,Surface,3,Image 1,1,3,
1385.3,,Surface,3,Image 1,1,4,
1524.68,,Surface,3,Image 1,1,5,
4122.68,,Surface,3,Image 1,1,6,
2933.36,,Surface,3,Image 1,1,7,
4883.12,,Surface,3,Image 1,1,8,
2496.64,,Surface,3,Image 1,1,9,
4249.64,,Surface,3,Image 1,1,10,
4334.62,,Surface,3,Image 1,1,11,
1499.59,,Surface,3,Image 1,1,12,
6076.3,,Surface,3,Image 1,1,13,
5697.28,,Surface,3,Image 1,1,14,
6139.14,,Surface,3,Image 1,1,15,
5198.46,,Surface,3,Image 1,1,16,
3973.01,,Surface,3,Image 1,1,17,
1806.85,,Surface,3,Image 1,1,18,
5248.64,,Surface,3,Image 1,1,19,
8681.27,,Surface,3,Image 1,1,20,
