
Intensity Median Ch=3 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
2774.72,,Surface,3,Image 1,1,0,
2409.36,,Surface,3,Image 1,1,1,
2561.62,,Surface,3,Image 1,1,2,
2698.76,,Surface,3,Image 1,1,3,
2761.32,,Surface,3,Image 1,1,4,
2880.94,,Surface,3,Image 1,1,5,
2658.54,,Surface,3,Image 1,1,6,
2690.14,,Surface,3,Image 1,1,7,
3524.24,,Surface,3,Image 1,1,8,
2514.8,,Surface,3,Image 1,1,9,
2880.24,,Surface,3,Image 1,1,10,
3170.88,,Surface,3,Image 1,1,11,
2607.75,,Surface,3,Image 1,1,12,
3604.52,,Surface,3,Image 1,1,13,
2971.91,,Surface,3,Image 1,1,14,
3060.87,,Surface,3,Image 1,1,15,
3921.81,,Surface,3,Image 1,1,16,
3918.34,,Surface,3,Image 1,1,17,
2693.93,,Surface,3,Image 1,1,18,
3255.58,,Surface,3,Image 1,1,19,
3179.32,,Surface,3,Image 1,1,20,
