
Area
 ==================== 
Area,Unit,Category,Time,ID,
2462.59,um^2,Surface,1,0,
2082.33,um^2,Surface,1,1,
2327.78,um^2,Surface,1,2,
3882.78,um^2,Surface,1,3,
887.644,um^2,Surface,1,4,
1502.61,um^2,Surface,1,5,
921.208,um^2,Surface,1,6,
1781.61,um^2,Surface,1,7,
700.952,um^2,Surface,1,8,
6629.72,um^2,Surface,1,9,
2193.27,um^2,Surface,1,10,
2851.44,um^2,Surface,1,11,
2155.61,um^2,Surface,1,12,
906.691,um^2,Surface,1,13,
4093.53,um^2,Surface,1,14,
11154.8,um^2,Surface,1,15,
1845.42,um^2,Surface,1,16,
1511.53,um^2,Surface,1,17,
2588.18,um^2,Surface,1,18,
2377.26,um^2,Surface,1,19,
2104.58,um^2,Surface,1,20,
