
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.613071,,Surface,1,0,
0.397945,,Surface,1,1,
0.430837,,Surface,1,2,
0.440592,,Surface,1,3,
0.707217,,Surface,1,4,
0.485298,,Surface,1,5,
0.560328,,Surface,1,6,
0.507596,,Surface,1,7,
0.690705,,Surface,1,8,
0.361244,,Surface,1,9,
0.414486,,Surface,1,10,
0.504665,,Surface,1,11,
0.374409,,Surface,1,12,
0.606577,,Surface,1,13,
0.473025,,Surface,1,14,
0.283094,,Surface,1,15,
0.460004,,Surface,1,16,
0.370744,,Surface,1,17,
0.3517,,Surface,1,18,
0.539399,,Surface,1,19,
0.336723,,Surface,1,20,
