
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
3966.49,,Surface,3,Image 1,1,0,
3428.71,,Surface,3,Image 1,1,1,
3527.31,,Surface,3,Image 1,1,2,
3508.51,,Surface,3,Image 1,1,3,
3016,,Surface,3,Image 1,1,4,
3153.02,,Surface,3,Image 1,1,5,
3761.34,,Surface,3,Image 1,1,6,
3444.66,,Surface,3,Image 1,1,7,
5093.28,,Surface,3,Image 1,1,8,
3239.77,,Surface,3,Image 1,1,9,
4393.48,,Surface,3,Image 1,1,10,
4741.47,,Surface,3,Image 1,1,11,
2939.56,,Surface,3,Image 1,1,12,
5936.87,,Surface,3,Image 1,1,13,
4789.39,,Surface,3,Image 1,1,14,
5055.47,,Surface,3,Image 1,1,15,
5794.5,,Surface,3,Image 1,1,16,
5230.73,,Surface,3,Image 1,1,17,
3184.65,,Surface,3,Image 1,1,18,
5230.56,,Surface,3,Image 1,1,19,
6093.37,,Surface,3,Image 1,1,20,
