
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.608944,,Surface,1,0,
0.105673,,Surface,1,1,
0.350221,,Surface,1,2,
0.276603,,Surface,1,3,
0.150501,,Surface,1,4,
0.122173,,Surface,1,5,
0.323384,,Surface,1,6,
0.288103,,Surface,1,7,
0.206089,,Surface,1,8,
0.499431,,Surface,1,9,
0.159913,,Surface,1,10,
0.233449,,Surface,1,11,
0.0563327,,Surface,1,12,
0.373947,,Surface,1,13,
0.143747,,Surface,1,14,
0.0718141,,Surface,1,15,
0.456774,,Surface,1,16,
0.141257,,Surface,1,17,
0.0707336,,Surface,1,18,
0.277519,,Surface,1,19,
0.149335,,Surface,1,20,
