
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
452.748,um,Surface,Distance from Origin,1,0,
444.612,um,Surface,Distance from Origin,1,1,
428.788,um,Surface,Distance from Origin,1,2,
403.78,um,Surface,Distance from Origin,1,3,
403.343,um,Surface,Distance from Origin,1,4,
372.148,um,Surface,Distance from Origin,1,5,
366.448,um,Surface,Distance from Origin,1,6,
374.416,um,Surface,Distance from Origin,1,7,
363.648,um,Surface,Distance from Origin,1,8,
339.388,um,Surface,Distance from Origin,1,9,
318.756,um,Surface,Distance from Origin,1,10,
343.306,um,Surface,Distance from Origin,1,11,
276.021,um,Surface,Distance from Origin,1,12,
301.093,um,Surface,Distance from Origin,1,13,
266.458,um,Surface,Distance from Origin,1,14,
319.738,um,Surface,Distance from Origin,1,15,
332.301,um,Surface,Distance from Origin,1,16,
287.004,um,Surface,Distance from Origin,1,17,
253.218,um,Surface,Distance from Origin,1,18,
310.015,um,Surface,Distance from Origin,1,19,
238.276,um,Surface,Distance from Origin,1,20,
214.569,um,Surface,Distance from Origin,1,21,
279.411,um,Surface,Distance from Origin,1,22,
228.385,um,Surface,Distance from Origin,1,23,
230.398,um,Surface,Distance from Origin,1,24,
197.889,um,Surface,Distance from Origin,1,25,
201.548,um,Surface,Distance from Origin,1,26,
160.558,um,Surface,Distance from Origin,1,27,
104.521,um,Surface,Distance from Origin,1,28,
105.289,um,Surface,Distance from Origin,1,29,
109.162,um,Surface,Distance from Origin,1,30,
