
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
14010.5,,Surface,4,Image 1,1,0,
14438.7,,Surface,4,Image 1,1,1,
9994.68,,Surface,4,Image 1,1,2,
10108.6,,Surface,4,Image 1,1,3,
13403,,Surface,4,Image 1,1,4,
11563.5,,Surface,4,Image 1,1,5,
10680.2,,Surface,4,Image 1,1,6,
10261.1,,Surface,4,Image 1,1,7,
10233.1,,Surface,4,Image 1,1,8,
11296.1,,Surface,4,Image 1,1,9,
9850.89,,Surface,4,Image 1,1,10,
12652.5,,Surface,4,Image 1,1,11,
9655.6,,Surface,4,Image 1,1,12,
12932.9,,Surface,4,Image 1,1,13,
10061.9,,Surface,4,Image 1,1,14,
12570.7,,Surface,4,Image 1,1,15,
15841.1,,Surface,4,Image 1,1,16,
9615.31,,Surface,4,Image 1,1,17,
9983.23,,Surface,4,Image 1,1,18,
16922.3,,Surface,4,Image 1,1,19,
10298.9,,Surface,4,Image 1,1,20,
12799.6,,Surface,4,Image 1,1,21,
10755.5,,Surface,4,Image 1,1,22,
9679.63,,Surface,4,Image 1,1,23,
12571.8,,Surface,4,Image 1,1,24,
9902.2,,Surface,4,Image 1,1,25,
21427.8,,Surface,4,Image 1,1,26,
13075.9,,Surface,4,Image 1,1,27,
11429.4,,Surface,4,Image 1,1,28,
10249.7,,Surface,4,Image 1,1,29,
23423.9,,Surface,4,Image 1,1,30,
