
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
594,,Surface,3,Image 1,1,0,
662,,Surface,3,Image 1,1,1,
635,,Surface,3,Image 1,1,2,
674,,Surface,3,Image 1,1,3,
413,,Surface,3,Image 1,1,4,
471,,Surface,3,Image 1,1,5,
707,,Surface,3,Image 1,1,6,
443,,Surface,3,Image 1,1,7,
723,,Surface,3,Image 1,1,8,
485,,Surface,3,Image 1,1,9,
598,,Surface,3,Image 1,1,10,
515,,Surface,3,Image 1,1,11,
635,,Surface,3,Image 1,1,12,
128,,Surface,3,Image 1,1,13,
732,,Surface,3,Image 1,1,14,
394,,Surface,3,Image 1,1,15,
545,,Surface,3,Image 1,1,16,
794,,Surface,3,Image 1,1,17,
696,,Surface,3,Image 1,1,18,
104,,Surface,3,Image 1,1,19,
309,,Surface,3,Image 1,1,20,
580,,Surface,3,Image 1,1,21,
514,,Surface,3,Image 1,1,22,
710,,Surface,3,Image 1,1,23,
469,,Surface,3,Image 1,1,24,
494,,Surface,3,Image 1,1,25,
247,,Surface,3,Image 1,1,26,
491,,Surface,3,Image 1,1,27,
255,,Surface,3,Image 1,1,28,
640,,Surface,3,Image 1,1,29,
185,,Surface,3,Image 1,1,30,
