
Area
 ==================== 
Area,Unit,Category,Time,ID,
2971.84,um^2,Surface,1,0,
2225.84,um^2,Surface,1,1,
991.211,um^2,Surface,1,2,
1412.74,um^2,Surface,1,3,
3821.23,um^2,Surface,1,4,
1422.99,um^2,Surface,1,5,
767.375,um^2,Surface,1,6,
5736.57,um^2,Surface,1,7,
1510.43,um^2,Surface,1,8,
911.059,um^2,Surface,1,9,
2507.64,um^2,Surface,1,10,
21664.6,um^2,Surface,1,11,
2347.84,um^2,Surface,1,12,
3600.16,um^2,Surface,1,13,
928.316,um^2,Surface,1,14,
2728.2,um^2,Surface,1,15,
4178.17,um^2,Surface,1,16,
922.287,um^2,Surface,1,17,
3053.63,um^2,Surface,1,18,
28226.5,um^2,Surface,1,19,
1462.8,um^2,Surface,1,20,
1824.89,um^2,Surface,1,21,
4125.18,um^2,Surface,1,22,
1507.41,um^2,Surface,1,23,
2363.14,um^2,Surface,1,24,
1491.16,um^2,Surface,1,25,
14276.1,um^2,Surface,1,26,
2597.26,um^2,Surface,1,27,
2375.2,um^2,Surface,1,28,
1903.56,um^2,Surface,1,29,
5350.17,um^2,Surface,1,30,
