
Intensity Max Ch=6 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
51966,,Surface,6,Image 1,1,0,
10367,,Surface,6,Image 1,1,1,
11861,,Surface,6,Image 1,1,2,
10094,,Surface,6,Image 1,1,3,
63759,,Surface,6,Image 1,1,4,
39151,,Surface,6,Image 1,1,5,
16903,,Surface,6,Image 1,1,6,
65535,,Surface,6,Image 1,1,7,
10327,,Surface,6,Image 1,1,8,
8402,,Surface,6,Image 1,1,9,
43197,,Surface,6,Image 1,1,10,
65535,,Surface,6,Image 1,1,11,
30038,,Surface,6,Image 1,1,12,
17372,,Surface,6,Image 1,1,13,
10224,,Surface,6,Image 1,1,14,
56314,,Surface,6,Image 1,1,15,
10776,,Surface,6,Image 1,1,16,
8448,,Surface,6,Image 1,1,17,
36627,,Surface,6,Image 1,1,18,
65535,,Surface,6,Image 1,1,19,
42633,,Surface,6,Image 1,1,20,
9709,,Surface,6,Image 1,1,21,
65535,,Surface,6,Image 1,1,22,
10204,,Surface,6,Image 1,1,23,
65074,,Surface,6,Image 1,1,24,
9601,,Surface,6,Image 1,1,25,
65535,,Surface,6,Image 1,1,26,
9584,,Surface,6,Image 1,1,27,
29737,,Surface,6,Image 1,1,28,
30888,,Surface,6,Image 1,1,29,
65535,,Surface,6,Image 1,1,30,
