
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.104163,,Surface,1,0,
0.104761,,Surface,1,1,
0.552841,,Surface,1,2,
0.303338,,Surface,1,3,
0.261466,,Surface,1,4,
0.105461,,Surface,1,5,
0.159516,,Surface,1,6,
0.109251,,Surface,1,7,
0.12622,,Surface,1,8,
0.485519,,Surface,1,9,
0.10018,,Surface,1,10,
0.0587772,,Surface,1,11,
0.137356,,Surface,1,12,
0.178167,,Surface,1,13,
0.201178,,Surface,1,14,
0.0485256,,Surface,1,15,
0.126135,,Surface,1,16,
0.0957025,,Surface,1,17,
0.268425,,Surface,1,18,
0.0330667,,Surface,1,19,
0.144284,,Surface,1,20,
0.166678,,Surface,1,21,
0.191377,,Surface,1,22,
0.196429,,Surface,1,23,
0.239872,,Surface,1,24,
0.192099,,Surface,1,25,
0.0608231,,Surface,1,26,
0.106173,,Surface,1,27,
0.0722739,,Surface,1,28,
0.451383,,Surface,1,29,
0.0755321,,Surface,1,30,
