
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2964,,Surface,4,Image 1,1,0,
2642,,Surface,4,Image 1,1,1,
3368,,Surface,4,Image 1,1,2,
2808,,Surface,4,Image 1,1,3,
2640,,Surface,4,Image 1,1,4,
3264,,Surface,4,Image 1,1,5,
3487,,Surface,4,Image 1,1,6,
2945,,Surface,4,Image 1,1,7,
2812,,Surface,4,Image 1,1,8,
3487,,Surface,4,Image 1,1,9,
3043,,Surface,4,Image 1,1,10,
1633,,Surface,4,Image 1,1,11,
3246,,Surface,4,Image 1,1,12,
2836,,Surface,4,Image 1,1,13,
3391,,Surface,4,Image 1,1,14,
2646,,Surface,4,Image 1,1,15,
2890,,Surface,4,Image 1,1,16,
3387,,Surface,4,Image 1,1,17,
2723,,Surface,4,Image 1,1,18,
2228,,Surface,4,Image 1,1,19,
3259,,Surface,4,Image 1,1,20,
3168,,Surface,4,Image 1,1,21,
2815,,Surface,4,Image 1,1,22,
3419,,Surface,4,Image 1,1,23,
2673,,Surface,4,Image 1,1,24,
2701,,Surface,4,Image 1,1,25,
2882,,Surface,4,Image 1,1,26,
2969,,Surface,4,Image 1,1,27,
3264,,Surface,4,Image 1,1,28,
3389,,Surface,4,Image 1,1,29,
2663,,Surface,4,Image 1,1,30,
