
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
8.10132,um,Surface,Image 1,1,1,
38.7133,um,Surface,Image 1,1,2,
17.1689,um,Surface,Image 1,1,3,
0,um,Surface,Image 1,1,4,
25.9787,um,Surface,Image 1,1,5,
16.616,um,Surface,Image 1,1,6,
51.8023,um,Surface,Image 1,1,7,
0,um,Surface,Image 1,1,8,
15.0863,um,Surface,Image 1,1,9,
23.6619,um,Surface,Image 1,1,10,
16.2827,um,Surface,Image 1,1,11,
91.7032,um,Surface,Image 1,1,12,
41.2011,um,Surface,Image 1,1,13,
89.3289,um,Surface,Image 1,1,14,
14.3483,um,Surface,Image 1,1,15,
0,um,Surface,Image 1,1,16,
32.4073,um,Surface,Image 1,1,17,
103.052,um,Surface,Image 1,1,18,
22.1197,um,Surface,Image 1,1,19,
74.6897,um,Surface,Image 1,1,20,
97.5413,um,Surface,Image 1,1,21,
0,um,Surface,Image 1,1,22,
24.8993,um,Surface,Image 1,1,23,
0,um,Surface,Image 1,1,24,
33.5017,um,Surface,Image 1,1,25,
79.1412,um,Surface,Image 1,1,26,
15.104,um,Surface,Image 1,1,27,
36.3714,um,Surface,Image 1,1,28,
0,um,Surface,Image 1,1,29,
2.26803,um,Surface,Image 1,1,30,
