
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.421241,,Surface,1,0,
0.551564,,Surface,1,1,
0.545055,,Surface,1,2,
0.501311,,Surface,1,3,
0.416738,,Surface,1,4,
0.517261,,Surface,1,5,
0.650383,,Surface,1,6,
0.311348,,Surface,1,7,
0.446687,,Surface,1,8,
0.645959,,Surface,1,9,
0.380563,,Surface,1,10,
0.233609,,Surface,1,11,
0.398542,,Surface,1,12,
0.379616,,Surface,1,13,
0.604946,,Surface,1,14,
0.391588,,Surface,1,15,
0.459611,,Surface,1,16,
0.533589,,Surface,1,17,
0.350529,,Surface,1,18,
0.261883,,Surface,1,19,
0.547718,,Surface,1,20,
0.497028,,Surface,1,21,
0.375602,,Surface,1,22,
0.387592,,Surface,1,23,
0.434862,,Surface,1,24,
0.438199,,Surface,1,25,
0.368456,,Surface,1,26,
0.448688,,Surface,1,27,
0.390043,,Surface,1,28,
0.413707,,Surface,1,29,
0.466136,,Surface,1,30,
