
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
52.909,288.608,13.1079,um,Surface,Position,1,0,
233.097,119.247,12.7959,um,Surface,Position,1,1,
191.682,293.08,19.4511,um,Surface,Position,1,2,
182.169,318.109,9.49398,um,Surface,Position,1,3,
176.776,269.472,16.1556,um,Surface,Position,1,4,
234.024,243.559,13.8473,um,Surface,Position,1,5,
313.151,5.31651,11.6335,um,Surface,Position,1,6,
55.8049,129.334,12.2462,um,Surface,Position,1,7,
55.5288,188.719,10.37,um,Surface,Position,1,8,
31.0458,163.669,16.9327,um,Surface,Position,1,9,
