
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
593,,Surface,3,Image 1,1,0,
447,,Surface,3,Image 1,1,1,
728,,Surface,3,Image 1,1,2,
819,,Surface,3,Image 1,1,3,
271,,Surface,3,Image 1,1,4,
590,,Surface,3,Image 1,1,5,
831,,Surface,3,Image 1,1,6,
506,,Surface,3,Image 1,1,7,
624,,Surface,3,Image 1,1,8,
649,,Surface,3,Image 1,1,9,
713,,Surface,3,Image 1,1,10,
587,,Surface,3,Image 1,1,11,
233,,Surface,3,Image 1,1,12,
545,,Surface,3,Image 1,1,13,
389,,Surface,3,Image 1,1,14,
609,,Surface,3,Image 1,1,15,
