
Intensity Max Ch=6 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
13955,,Surface,6,Image 1,1,0,
13617,,Surface,6,Image 1,1,1,
12419,,Surface,6,Image 1,1,2,
9401,,Surface,6,Image 1,1,3,
54446,,Surface,6,Image 1,1,4,
12057,,Surface,6,Image 1,1,5,
65535,,Surface,6,Image 1,1,6,
54022,,Surface,6,Image 1,1,7,
25403,,Surface,6,Image 1,1,8,
15602,,Surface,6,Image 1,1,9,
41110,,Surface,6,Image 1,1,10,
7666,,Surface,6,Image 1,1,11,
65535,,Surface,6,Image 1,1,12,
12973,,Surface,6,Image 1,1,13,
65535,,Surface,6,Image 1,1,14,
9314,,Surface,6,Image 1,1,15,
