
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
15,,Surface,2,Image 1,1,0,
12,,Surface,2,Image 1,1,1,
52,,Surface,2,Image 1,1,2,
69,,Surface,2,Image 1,1,3,
11,,Surface,2,Image 1,1,4,
81,,Surface,2,Image 1,1,5,
26,,Surface,2,Image 1,1,6,
68,,Surface,2,Image 1,1,7,
28,,Surface,2,Image 1,1,8,
81,,Surface,2,Image 1,1,9,
91,,Surface,2,Image 1,1,10,
22,,Surface,2,Image 1,1,11,
27,,Surface,2,Image 1,1,12,
36,,Surface,2,Image 1,1,13,
46,,Surface,2,Image 1,1,14,
44,,Surface,2,Image 1,1,15,
