
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
8478.37,,Surface,1,Image 1,1,0,
4520.69,,Surface,1,Image 1,1,1,
2713.65,,Surface,1,Image 1,1,2,
2540.22,,Surface,1,Image 1,1,3,
4783.2,,Surface,1,Image 1,1,4,
4724.04,,Surface,1,Image 1,1,5,
4196.4,,Surface,1,Image 1,1,6,
3694.45,,Surface,1,Image 1,1,7,
3814.95,,Surface,1,Image 1,1,8,
6303.97,,Surface,1,Image 1,1,9,
4849.06,,Surface,1,Image 1,1,10,
4122.71,,Surface,1,Image 1,1,11,
4098.83,,Surface,1,Image 1,1,12,
2998.27,,Surface,1,Image 1,1,13,
3884.6,,Surface,1,Image 1,1,14,
3152.32,,Surface,1,Image 1,1,15,
