
Area
 ==================== 
Area,Unit,Category,Time,ID,
2018.14,um^2,Surface,1,0,
788.081,um^2,Surface,1,1,
10725.2,um^2,Surface,1,2,
4144.37,um^2,Surface,1,3,
1966.28,um^2,Surface,1,4,
1395.51,um^2,Surface,1,5,
1265.21,um^2,Surface,1,6,
2692.63,um^2,Surface,1,7,
977.089,um^2,Surface,1,8,
4195.78,um^2,Surface,1,9,
20397.9,um^2,Surface,1,10,
1384.88,um^2,Surface,1,11,
879.228,um^2,Surface,1,12,
4386.73,um^2,Surface,1,13,
1619.57,um^2,Surface,1,14,
1767.21,um^2,Surface,1,15,
2633.72,um^2,Surface,1,16,
9784.3,um^2,Surface,1,17,
880.647,um^2,Surface,1,18,
4743.96,um^2,Surface,1,19,
1610.1,um^2,Surface,1,20,
1299.22,um^2,Surface,1,21,
2350.32,um^2,Surface,1,22,
1549.66,um^2,Surface,1,23,
901.97,um^2,Surface,1,24,
1301.33,um^2,Surface,1,25,
1477.18,um^2,Surface,1,26,
10258.9,um^2,Surface,1,27,
2557.39,um^2,Surface,1,28,
3458.99,um^2,Surface,1,29,
