
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
595,,Surface,3,Image 1,1,0,
890,,Surface,3,Image 1,1,1,
418,,Surface,3,Image 1,1,2,
452,,Surface,3,Image 1,1,3,
899,,Surface,3,Image 1,1,4,
522,,Surface,3,Image 1,1,5,
961,,Surface,3,Image 1,1,6,
646,,Surface,3,Image 1,1,7,
806,,Surface,3,Image 1,1,8,
184,,Surface,3,Image 1,1,9,
517,,Surface,3,Image 1,1,10,
504,,Surface,3,Image 1,1,11,
570,,Surface,3,Image 1,1,12,
274,,Surface,3,Image 1,1,13,
704,,Surface,3,Image 1,1,14,
741,,Surface,3,Image 1,1,15,
700,,Surface,3,Image 1,1,16,
405,,Surface,3,Image 1,1,17,
910,,Surface,3,Image 1,1,18,
153,,Surface,3,Image 1,1,19,
752,,Surface,3,Image 1,1,20,
699,,Surface,3,Image 1,1,21,
349,,Surface,3,Image 1,1,22,
739,,Surface,3,Image 1,1,23,
254,,Surface,3,Image 1,1,24,
596,,Surface,3,Image 1,1,25,
489,,Surface,3,Image 1,1,26,
389,,Surface,3,Image 1,1,27,
838,,Surface,3,Image 1,1,28,
528,,Surface,3,Image 1,1,29,
