
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.01997e+07,,Surface,5,Image 1,1,0,
6.41351e+06,,Surface,5,Image 1,1,1,
4.51968e+08,,Surface,5,Image 1,1,2,
2.90375e+08,,Surface,5,Image 1,1,3,
4.29152e+07,,Surface,5,Image 1,1,4,
4.02915e+06,,Surface,5,Image 1,1,5,
1.76357e+07,,Surface,5,Image 1,1,6,
3.71151e+08,,Surface,5,Image 1,1,7,
7.48468e+07,,Surface,5,Image 1,1,8,
4.47619e+08,,Surface,5,Image 1,1,9,
1.64587e+09,,Surface,5,Image 1,1,10,
8.60598e+07,,Surface,5,Image 1,1,11,
4.95844e+07,,Surface,5,Image 1,1,12,
3.61604e+08,,Surface,5,Image 1,1,13,
2.99063e+08,,Surface,5,Image 1,1,14,
1.12908e+07,,Surface,5,Image 1,1,15,
6.42068e+08,,Surface,5,Image 1,1,16,
5.76585e+08,,Surface,5,Image 1,1,17,
1.11204e+08,,Surface,5,Image 1,1,18,
6.06747e+08,,Surface,5,Image 1,1,19,
8.71438e+07,,Surface,5,Image 1,1,20,
9.51829e+06,,Surface,5,Image 1,1,21,
2.16726e+08,,Surface,5,Image 1,1,22,
4.30658e+07,,Surface,5,Image 1,1,23,
2.88663e+07,,Surface,5,Image 1,1,24,
4.65907e+07,,Surface,5,Image 1,1,25,
1.64196e+08,,Surface,5,Image 1,1,26,
1.03677e+09,,Surface,5,Image 1,1,27,
2.05171e+08,,Surface,5,Image 1,1,28,
1.73776e+08,,Surface,5,Image 1,1,29,
