
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.365256,,Surface,1,0,
0.623784,,Surface,1,1,
0.270178,,Surface,1,2,
0.396611,,Surface,1,3,
0.321109,,Surface,1,4,
0.505033,,Surface,1,5,
0.450876,,Surface,1,6,
0.533436,,Surface,1,7,
0.585534,,Surface,1,8,
0.434515,,Surface,1,9,
0.286316,,Surface,1,10,
0.442725,,Surface,1,11,
0.578301,,Surface,1,12,
0.422042,,Surface,1,13,
0.603945,,Surface,1,14,
0.385647,,Surface,1,15,
0.491682,,Surface,1,16,
0.375574,,Surface,1,17,
0.827919,,Surface,1,18,
0.483934,,Surface,1,19,
0.539695,,Surface,1,20,
0.547437,,Surface,1,21,
0.530438,,Surface,1,22,
0.428909,,Surface,1,23,
0.618781,,Surface,1,24,
0.4982,,Surface,1,25,
0.569135,,Surface,1,26,
0.394308,,Surface,1,27,
0.468934,,Surface,1,28,
0.467645,,Surface,1,29,
