
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
425.179,um,Surface,Distance from Origin,1,0,
383.737,um,Surface,Distance from Origin,1,1,
411.244,um,Surface,Distance from Origin,1,2,
377.42,um,Surface,Distance from Origin,1,3,
327.521,um,Surface,Distance from Origin,1,4,
323.763,um,Surface,Distance from Origin,1,5,
310.023,um,Surface,Distance from Origin,1,6,
324.377,um,Surface,Distance from Origin,1,7,
333.334,um,Surface,Distance from Origin,1,8,
338.129,um,Surface,Distance from Origin,1,9,
347.212,um,Surface,Distance from Origin,1,10,
309.961,um,Surface,Distance from Origin,1,11,
285.476,um,Surface,Distance from Origin,1,12,
273.421,um,Surface,Distance from Origin,1,13,
302.521,um,Surface,Distance from Origin,1,14,
286.365,um,Surface,Distance from Origin,1,15,
300.932,um,Surface,Distance from Origin,1,16,
247.811,um,Surface,Distance from Origin,1,17,
265.588,um,Surface,Distance from Origin,1,18,
258.781,um,Surface,Distance from Origin,1,19,
216.403,um,Surface,Distance from Origin,1,20,
188.297,um,Surface,Distance from Origin,1,21,
172.837,um,Surface,Distance from Origin,1,22,
180.524,um,Surface,Distance from Origin,1,23,
193.466,um,Surface,Distance from Origin,1,24,
131.305,um,Surface,Distance from Origin,1,25,
174.933,um,Surface,Distance from Origin,1,26,
185.689,um,Surface,Distance from Origin,1,27,
141.463,um,Surface,Distance from Origin,1,28,
66.6448,um,Surface,Distance from Origin,1,29,
