
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
28.9164,um,Surface,Image 1,1,1,
0,um,Surface,Image 1,1,2,
0,um,Surface,Image 1,1,3,
94.2867,um,Surface,Image 1,1,4,
78.2823,um,Surface,Image 1,1,5,
105.431,um,Surface,Image 1,1,6,
46.5992,um,Surface,Image 1,1,7,
19.2713,um,Surface,Image 1,1,8,
3.5737,um,Surface,Image 1,1,9,
0,um,Surface,Image 1,1,10,
46.7733,um,Surface,Image 1,1,11,
78.3752,um,Surface,Image 1,1,12,
104.829,um,Surface,Image 1,1,13,
28.4146,um,Surface,Image 1,1,14,
47.74,um,Surface,Image 1,1,15,
0,um,Surface,Image 1,1,16,
98.5926,um,Surface,Image 1,1,17,
6.36349,um,Surface,Image 1,1,18,
36.9683,um,Surface,Image 1,1,19,
53.0437,um,Surface,Image 1,1,20,
85.6753,um,Surface,Image 1,1,21,
95.5797,um,Surface,Image 1,1,22,
23.0639,um,Surface,Image 1,1,23,
0,um,Surface,Image 1,1,24,
74.8161,um,Surface,Image 1,1,25,
0,um,Surface,Image 1,1,26,
15.9618,um,Surface,Image 1,1,27,
0,um,Surface,Image 1,1,28,
0,um,Surface,Image 1,1,29,
