
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
93,,Surface,2,Image 1,1,0,
151,,Surface,2,Image 1,1,1,
94,,Surface,2,Image 1,1,2,
44,,Surface,2,Image 1,1,3,
216,,Surface,2,Image 1,1,4,
80,,Surface,2,Image 1,1,5,
199,,Surface,2,Image 1,1,6,
39,,Surface,2,Image 1,1,7,
172,,Surface,2,Image 1,1,8,
89,,Surface,2,Image 1,1,9,
40,,Surface,2,Image 1,1,10,
77,,Surface,2,Image 1,1,11,
126,,Surface,2,Image 1,1,12,
33,,Surface,2,Image 1,1,13,
41,,Surface,2,Image 1,1,14,
140,,Surface,2,Image 1,1,15,
128,,Surface,2,Image 1,1,16,
45,,Surface,2,Image 1,1,17,
108,,Surface,2,Image 1,1,18,
40,,Surface,2,Image 1,1,19,
214,,Surface,2,Image 1,1,20,
82,,Surface,2,Image 1,1,21,
104,,Surface,2,Image 1,1,22,
196,,Surface,2,Image 1,1,23,
106,,Surface,2,Image 1,1,24,
193,,Surface,2,Image 1,1,25,
190,,Surface,2,Image 1,1,26,
91,,Surface,2,Image 1,1,27,
113,,Surface,2,Image 1,1,28,
54,,Surface,2,Image 1,1,29,
