
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2803,,Surface,4,Image 1,1,0,
2877,,Surface,4,Image 1,1,1,
2010,,Surface,4,Image 1,1,2,
2271,,Surface,4,Image 1,1,3,
3092,,Surface,4,Image 1,1,4,
3386,,Surface,4,Image 1,1,5,
3201,,Surface,4,Image 1,1,6,
2422,,Surface,4,Image 1,1,7,
3131,,Surface,4,Image 1,1,8,
1918,,Surface,4,Image 1,1,9,
2442,,Surface,4,Image 1,1,10,
3409,,Surface,4,Image 1,1,11,
2888,,Surface,4,Image 1,1,12,
2708,,Surface,4,Image 1,1,13,
2122,,Surface,4,Image 1,1,14,
3171,,Surface,4,Image 1,1,15,
2446,,Surface,4,Image 1,1,16,
2532,,Surface,4,Image 1,1,17,
3739,,Surface,4,Image 1,1,18,
2849,,Surface,4,Image 1,1,19,
2911,,Surface,4,Image 1,1,20,
3278,,Surface,4,Image 1,1,21,
2579,,Surface,4,Image 1,1,22,
2917,,Surface,4,Image 1,1,23,
3329,,Surface,4,Image 1,1,24,
3062,,Surface,4,Image 1,1,25,
2877,,Surface,4,Image 1,1,26,
2425,,Surface,4,Image 1,1,27,
3003,,Surface,4,Image 1,1,28,
2634,,Surface,4,Image 1,1,29,
