
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.111435,,Surface,1,0,
0.177187,,Surface,1,1,
0.0529917,,Surface,1,2,
0.28989,,Surface,1,3,
0.154543,,Surface,1,4,
0.157126,,Surface,1,5,
0.375538,,Surface,1,6,
0.118273,,Surface,1,7,
0.126071,,Surface,1,8,
0.176459,,Surface,1,9,
0.0453413,,Surface,1,10,
0.462036,,Surface,1,11,
0.121543,,Surface,1,12,
0.173911,,Surface,1,13,
0.151705,,Surface,1,14,
0.166504,,Surface,1,15,
0.156164,,Surface,1,16,
0.0741365,,Surface,1,17,
0.346493,,Surface,1,18,
0.104404,,Surface,1,19,
0.190167,,Surface,1,20,
0.380186,,Surface,1,21,
0.104741,,Surface,1,22,
0.177474,,Surface,1,23,
0.497305,,Surface,1,24,
0.155453,,Surface,1,25,
0.120376,,Surface,1,26,
0.0576311,,Surface,1,27,
0.187589,,Surface,1,28,
0.24685,,Surface,1,29,
