
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.446839,,Surface,1,0,
0.263963,,Surface,1,1,
0.214141,,Surface,1,2,
0.260251,,Surface,1,3,
0.115106,,Surface,1,4,
0.0429502,,Surface,1,5,
0.160276,,Surface,1,6,
0.271832,,Surface,1,7,
0.0779237,,Surface,1,8,
0.116114,,Surface,1,9,
0.0584914,,Surface,1,10,
0.0560701,,Surface,1,11,
0.0587262,,Surface,1,12,
0.0622591,,Surface,1,13,
0.032555,,Surface,1,14,
0.187496,,Surface,1,15,
0.129645,,Surface,1,16,
0.0780518,,Surface,1,17,
