
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
43.4795,um,Surface,Image 1,1,1,
3.91989,um,Surface,Image 1,1,2,
82.2195,um,Surface,Image 1,1,3,
55.4182,um,Surface,Image 1,1,4,
29.7739,um,Surface,Image 1,1,5,
13.8472,um,Surface,Image 1,1,6,
110.795,um,Surface,Image 1,1,7,
11.3928,um,Surface,Image 1,1,8,
21.75,um,Surface,Image 1,1,9,
90.5145,um,Surface,Image 1,1,10,
40.4141,um,Surface,Image 1,1,11,
42.1741,um,Surface,Image 1,1,12,
0,um,Surface,Image 1,1,13,
7.32593,um,Surface,Image 1,1,14,
0,um,Surface,Image 1,1,15,
0,um,Surface,Image 1,1,16,
16.6722,um,Surface,Image 1,1,17,
