
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
3187.7,,Surface,5,Image 1,1,0,
556.187,,Surface,5,Image 1,1,1,
560.757,,Surface,5,Image 1,1,2,
2780.24,,Surface,5,Image 1,1,3,
8475.7,,Surface,5,Image 1,1,4,
5797.6,,Surface,5,Image 1,1,5,
2237.62,,Surface,5,Image 1,1,6,
3774.67,,Surface,5,Image 1,1,7,
7184.29,,Surface,5,Image 1,1,8,
5432.51,,Surface,5,Image 1,1,9,
7938.39,,Surface,5,Image 1,1,10,
6460.5,,Surface,5,Image 1,1,11,
7520.38,,Surface,5,Image 1,1,12,
6143.98,,Surface,5,Image 1,1,13,
7603.83,,Surface,5,Image 1,1,14,
2526.25,,Surface,5,Image 1,1,15,
5573.01,,Surface,5,Image 1,1,16,
3694.67,,Surface,5,Image 1,1,17,
