
Intensity Sum Ch=6 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3.84664e+07,,Surface,6,Image 1,1,0,
4.8199e+06,,Surface,6,Image 1,1,1,
4.78468e+06,,Surface,6,Image 1,1,2,
5.61071e+07,,Surface,6,Image 1,1,3,
1.34374e+08,,Surface,6,Image 1,1,4,
3.22514e+08,,Surface,6,Image 1,1,5,
7.3267e+07,,Surface,6,Image 1,1,6,
4.93977e+07,,Surface,6,Image 1,1,7,
2.72978e+08,,Surface,6,Image 1,1,8,
1.67852e+08,,Surface,6,Image 1,1,9,
1.37162e+08,,Surface,6,Image 1,1,10,
4.51204e+08,,Surface,6,Image 1,1,11,
5.144e+08,,Surface,6,Image 1,1,12,
6.05578e+07,,Surface,6,Image 1,1,13,
9.02656e+07,,Surface,6,Image 1,1,14,
2.2183e+07,,Surface,6,Image 1,1,15,
1.20541e+08,,Surface,6,Image 1,1,16,
2.69905e+08,,Surface,6,Image 1,1,17,
