
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
13,,Surface,2,Image 1,1,0,
197,,Surface,2,Image 1,1,1,
128,,Surface,2,Image 1,1,2,
143,,Surface,2,Image 1,1,3,
117,,Surface,2,Image 1,1,4,
47,,Surface,2,Image 1,1,5,
97,,Surface,2,Image 1,1,6,
56,,Surface,2,Image 1,1,7,
13,,Surface,2,Image 1,1,8,
4,,Surface,2,Image 1,1,9,
86,,Surface,2,Image 1,1,10,
16,,Surface,2,Image 1,1,11,
34,,Surface,2,Image 1,1,12,
2,,Surface,2,Image 1,1,13,
101,,Surface,2,Image 1,1,14,
36,,Surface,2,Image 1,1,15,
32,,Surface,2,Image 1,1,16,
26,,Surface,2,Image 1,1,17,
