
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.15179e+08,,Surface,1,Image 1,1,0,
8.27539e+07,,Surface,1,Image 1,1,1,
7.90487e+07,,Surface,1,Image 1,1,2,
1.67117e+08,,Surface,1,Image 1,1,3,
5.1207e+08,,Surface,1,Image 1,1,4,
1.76801e+09,,Surface,1,Image 1,1,5,
3.71325e+08,,Surface,1,Image 1,1,6,
1.97759e+08,,Surface,1,Image 1,1,7,
1.95233e+09,,Surface,1,Image 1,1,8,
1.02676e+09,,Surface,1,Image 1,1,9,
8.30005e+08,,Surface,1,Image 1,1,10,
1.61719e+09,,Surface,1,Image 1,1,11,
3.5387e+09,,Surface,1,Image 1,1,12,
4.33593e+08,,Surface,1,Image 1,1,13,
5.00622e+08,,Surface,1,Image 1,1,14,
1.01474e+08,,Surface,1,Image 1,1,15,
9.14397e+08,,Surface,1,Image 1,1,16,
1.01347e+09,,Surface,1,Image 1,1,17,
