
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
488.977,um,Surface,Distance from Origin,1,0,
403.335,um,Surface,Distance from Origin,1,1,
375.13,um,Surface,Distance from Origin,1,2,
347.278,um,Surface,Distance from Origin,1,3,
353.053,um,Surface,Distance from Origin,1,4,
325.175,um,Surface,Distance from Origin,1,5,
332.537,um,Surface,Distance from Origin,1,6,
282.145,um,Surface,Distance from Origin,1,7,
327.006,um,Surface,Distance from Origin,1,8,
301.771,um,Surface,Distance from Origin,1,9,
199.052,um,Surface,Distance from Origin,1,10,
203.033,um,Surface,Distance from Origin,1,11,
211.838,um,Surface,Distance from Origin,1,12,
172.697,um,Surface,Distance from Origin,1,13,
164.784,um,Surface,Distance from Origin,1,14,
122.928,um,Surface,Distance from Origin,1,15,
73.4261,um,Surface,Distance from Origin,1,16,
64.0308,um,Surface,Distance from Origin,1,17,
