
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1693.06,,Surface,2,Image 1,1,0,
2193.28,,Surface,2,Image 1,1,1,
2276.42,,Surface,2,Image 1,1,2,
2106.68,,Surface,2,Image 1,1,3,
2224.1,,Surface,2,Image 1,1,4,
2342.69,,Surface,2,Image 1,1,5,
2138.53,,Surface,2,Image 1,1,6,
1597.65,,Surface,2,Image 1,1,7,
2033.83,,Surface,2,Image 1,1,8,
1661.46,,Surface,2,Image 1,1,9,
2371.19,,Surface,2,Image 1,1,10,
3782.84,,Surface,2,Image 1,1,11,
2128.71,,Surface,2,Image 1,1,12,
1390.76,,Surface,2,Image 1,1,13,
2056.73,,Surface,2,Image 1,1,14,
1535.09,,Surface,2,Image 1,1,15,
1827.82,,Surface,2,Image 1,1,16,
1880.97,,Surface,2,Image 1,1,17,
