
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
570,,Surface,3,Image 1,1,0,
654,,Surface,3,Image 1,1,1,
450,,Surface,3,Image 1,1,2,
785,,Surface,3,Image 1,1,3,
695,,Surface,3,Image 1,1,4,
306,,Surface,3,Image 1,1,5,
483,,Surface,3,Image 1,1,6,
415,,Surface,3,Image 1,1,7,
247,,Surface,3,Image 1,1,8,
169,,Surface,3,Image 1,1,9,
477,,Surface,3,Image 1,1,10,
192,,Surface,3,Image 1,1,11,
477,,Surface,3,Image 1,1,12,
295,,Surface,3,Image 1,1,13,
553,,Surface,3,Image 1,1,14,
453,,Surface,3,Image 1,1,15,
480,,Surface,3,Image 1,1,16,
256,,Surface,3,Image 1,1,17,
