
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
3942.53,,Surface,1,Image 1,1,0,
2361.23,,Surface,1,Image 1,1,1,
2116.54,,Surface,1,Image 1,1,2,
3766.86,,Surface,1,Image 1,1,3,
5829.84,,Surface,1,Image 1,1,4,
5069.14,,Surface,1,Image 1,1,5,
3398.23,,Surface,1,Image 1,1,6,
3239.92,,Surface,1,Image 1,1,7,
5416.5,,Surface,1,Image 1,1,8,
4297.54,,Surface,1,Image 1,1,9,
5779.09,,Surface,1,Image 1,1,10,
6550.15,,Surface,1,Image 1,1,11,
6372.22,,Surface,1,Image 1,1,12,
4791.87,,Surface,1,Image 1,1,13,
4479.32,,Surface,1,Image 1,1,14,
2587.11,,Surface,1,Image 1,1,15,
4829.75,,Surface,1,Image 1,1,16,
3104.09,,Surface,1,Image 1,1,17,
