
Intensity Median Ch=1 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
1799.93,,Surface,1,Image 1,1,0,
2205.8,,Surface,1,Image 1,1,1,
2054.17,,Surface,1,Image 1,1,2,
2100.74,,Surface,1,Image 1,1,3,
1970.5,,Surface,1,Image 1,1,4,
1858.06,,Surface,1,Image 1,1,5,
2498.77,,Surface,1,Image 1,1,6,
2193.52,,Surface,1,Image 1,1,7,
2628.18,,Surface,1,Image 1,1,8,
2554.52,,Surface,1,Image 1,1,9,
2797.48,,Surface,1,Image 1,1,10,
2837.54,,Surface,1,Image 1,1,11,
2231.35,,Surface,1,Image 1,1,12,
1788.9,,Surface,1,Image 1,1,13,
1205.24,,Surface,1,Image 1,1,14,
1370.19,,Surface,1,Image 1,1,15,
2153.54,,Surface,1,Image 1,1,16,
2016.24,,Surface,1,Image 1,1,17,
2285.22,,Surface,1,Image 1,1,18,
2242.09,,Surface,1,Image 1,1,19,
2275.09,,Surface,1,Image 1,1,20,
